unique_key,created_date,agency,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,borough,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location
59898372,2024-01-01T21:55:48.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11207,85 ELDERT STREET,ELDERT STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,ELDERT STREET,BROOKLYN,1008538,189724,40.68739199982906,-73.9124230412339,"
,  
(40.68739199982906, -73.9124230412339)"
59894937,2024-01-01T21:55:46.000,NYPD,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,10003,333 EAST   14 STREET,EAST   14 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   14 STREET,MANHATTAN,988844,205863,40.73172185922995,-73.98342407217982,"
,  
(40.73172185922995, -73.98342407217982)"
59899063,2024-01-01T21:55:44.000,DSNY,Dirty Condition,Trash,Sidewalk,10020,6 AVENUE,6 AVENUE,6 AVENUE,WEST   48 STREET,6 AVENUE,WEST   48 STREET,INTERSECTION,NA,NA,MANHATTAN,989419,215672,40.75864478953868,-73.98134183654521,"
,  
(40.75864478953868, -73.98134183654521)"
59895113,2024-01-01T21:55:31.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11101,34-52 43 STREET,43 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,LONG ISLAND CITY,43 STREET,QUEENS,1006586,214154,40.7544515658881,-73.9193804293716,"
,  
(40.7544515658881, -73.9193804293716)"
59894700,2024-01-01T21:55:22.000,TLC,Taxi Complaint,Driver Complaint - Passenger,Highway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MANHATTAN,NA,NA,NA,NA,NA
59896759,2024-01-01T21:55:03.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10314,33 BRUNSWICK STREET,BRUNSWICK STREET,VILLA NOVA STREET,RICHMOND HILL ROAD,VILLA NOVA STREET,RICHMOND HILL ROAD,ADDRESS,STATEN ISLAND,BRUNSWICK STREET,STATEN ISLAND,940321,152122,40.58410700202884,-74.15815299031377,"
,  
(40.58410700202884, -74.15815299031377)"
59898984,2024-01-01T21:54:58.000,DPR,Maintenance or Facility,Rodent Sighting,Park,11238,MOUNT PROSPECT PARK,MOUNT PROSPECT PARK,GRAND ARMY PLAZA,EAST DRIVE,GRAND ARMY PLAZA,EAST DRIVE,UNRECOGNIZED,BROOKLYN,MOUNT PROSPECT PARK,BROOKLYN,993459,184014,40.67174787918547,-73.96680225098689,"
,  
(40.67174787918547, -73.96680225098689)"
59895177,2024-01-01T21:54:57.000,NYPD,Noise - Residential,Loud Talking,Residential Building/House,10314,24 WINTHROP PLACE,WINTHROP PLACE,DONGAN AVENUE,VICTORY BOULEVARD,DONGAN AVENUE,VICTORY BOULEVARD,ADDRESS,STATEN ISLAND,WINTHROP PLACE,STATEN ISLAND,950509,163017,40.61405617623787,-74.12152867005233,"
,  
(40.61405617623787, -74.12152867005233)"
59899577,2024-01-01T21:54:33.000,NYPD,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11435,85-15 139 STREET,139 STREET,85 DRIVE,86 AVENUE,85 DRIVE,86 AVENUE,ADDRESS,JAMAICA,139 STREET,QUEENS,1034989,197495,40.7086094282564,-73.8169884642595,"
,  
(40.7086094282564, -73.8169884642595)"
59896656,2024-01-01T21:54:29.000,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,11238,268 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,BROOKLYN,993468,184688,40.67359784846708,-73.96676888492564,"
,  
(40.67359784846708, -73.96676888492564)"
59898418,2024-01-01T21:54:00.000,DOT,Traffic Signal Condition,Controller,NA,11375,NA,NA,NA,NA,METROPOLITAN AVENUE,UNION TURNPIKE,INTERSECTION,QUEENS,NA,QUEENS,1027588,197735,40.7093075158316,-73.8436816760761,"
,  
(40.7093075158316, -73.8436816760761)"
59898948,2024-01-01T21:53:57.000,DOHMH,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,11213,1745 PRESIDENT STREET,PRESIDENT STREET,UTICA AVENUE,ROCHESTER AVENUE,UTICA AVENUE,ROCHESTER AVENUE,ADDRESS,BROOKLYN,PRESIDENT STREET,BROOKLYN,1003871,182260,40.66691658877669,-73.92927289517696,"
,  
(40.66691658877669, -73.92927289517696)"
59897593,2024-01-01T21:53:09.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11385,1812 MENAHAN STREET,MENAHAN STREET,SENECA AVENUE,ONDERDONK AVENUE,SENECA AVENUE,ONDERDONK AVENUE,ADDRESS,RIDGEWOOD,MENAHAN STREET,QUEENS,1009106,196084,40.70484713622943,-73.91035149517833,"
,  
(40.70484713622943, -73.91035149517833)"
59899312,2024-01-01T21:53:09.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11226,2173 CATON AVENUE,CATON AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,CATON AVENUE,BROOKLYN,995890,177185,40.65300092315984,-73.95805047026728,"
,  
(40.65300092315984, -73.95805047026728)"
59899878,2024-01-01T21:52:54.000,NYPD,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10463,3820 BAILEY AVENUE,BAILEY AVENUE,WEST  238 STREET,CHARLES HALLEY PLACE,WEST  238 STREET,CHARLES HALLEY PLACE,ADDRESS,BRONX,BAILEY AVENUE,BRONX,1012649,261542,40.884500765486926,-73.89729611230423,"
,  
(40.884500765486926, -73.89729611230423)"
59894227,2024-01-01T21:52:25.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11226,95 LINDEN BOULEVARD,LINDEN BOULEVARD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,BROOKLYN,996734,176957,40.652373963316116,-73.95500919151641,"
,  
(40.652373963316116, -73.95500919151641)"
59894923,2024-01-01T21:52:02.000,NYPD,Noise - Vehicle,Engine Idling,Street/Sidewalk,10304,55 ALAN LOOP,ALAN LOOP,STONEGATE DRIVE,BEND,STONEGATE DRIVE,BEND,ADDRESS,STATEN ISLAND,ALAN LOOP,STATEN ISLAND,959733,159402,40.604164071662005,-74.08829247778645,"
,  
(40.604164071662005, -74.08829247778645)"
59897833,2024-01-01T21:51:26.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10033,2374 AMSTERDAM AVENUE,AMSTERDAM AVENUE,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1002927,247482,40.845936271792255,-73.9324945174274,"
,  
(40.845936271792255, -73.9324945174274)"
59894468,2024-01-01T21:51:10.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11375,102-25 67 DRIVE,67 DRIVE,NA,NA,NA,NA,ADDRESS,FOREST HILLS,NA,QUEENS,1025641,203992,40.72649077575771,-73.85066593369302,"
,  
(40.72649077575771, -73.85066593369302)"
59896258,2024-01-01T21:51:05.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11223,150 LAKE STREET,LAKE STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,LAKE STREET,BROOKLYN,991584,158056,40.6005004547693,-73.97358969689078,"
,  
(40.6005004547693, -73.97358969689078)"
59895484,2024-01-01T21:51:00.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,78-26 78 STREET,78 STREET,78 AVENUE,MYRTLE AVENUE,78 AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,78 STREET,QUEENS,1019688,195779,40.70397393113029,-73.87218688958009,"
,  
(40.70397393113029, -73.87218688958009)"
59899496,2024-01-01T21:50:56.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11212,35 EAST   94 STREET,EAST   94 STREET,EAST NEW YORK AVENUE,RUTLAND ROAD,EAST NEW YORK AVENUE,RUTLAND ROAD,ADDRESS,BROOKLYN,EAST   94 STREET,BROOKLYN,1004472,181095,40.66371757115178,-73.92710998769313,"
,  
(40.66371757115178, -73.92710998769313)"
59895240,2024-01-01T21:50:52.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11236,1391 EAST   95 STREET,EAST   95 STREET,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1012776,171728,40.63798435022471,-73.89721793589237,"
,  
(40.63798435022471, -73.89721793589237)"
59898936,2024-01-01T21:50:26.000,DOHMH,Rodent,Mouse Sighting,3+ Family Apt. Building,11225,569 EMPIRE BOULEVARD,EMPIRE BOULEVARD,LAMONT COURT,KINGSTON AVENUE,LAMONT COURT,KINGSTON AVENUE,ADDRESS,BROOKLYN,EMPIRE BOULEVARD,BROOKLYN,999962,181231,40.66410001288421,-73.94336591894077,"
,  
(40.66410001288421, -73.94336591894077)"
59895930,2024-01-01T21:50:24.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10031,602 WEST  141 STREET,WEST  141 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  141 STREET,MANHATTAN,997333,239507,40.82405726366155,-73.95272882166813,"
,  
(40.82405726366155, -73.95272882166813)"
59900694,2024-01-01T21:50:14.000,TLC,Lost Property,Other,Taxi,11430,JOHN F KENNEDY AIRPORT,JOHN F KENNEDY AIRPORT,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,QUEENS,1043001,175548,40.64832048620134,-73.78828125130184,"
,  
(40.64832048620134, -73.78828125130184)"
59896410,2024-01-01T21:49:59.000,DSNY,Dead Animal,Squirrel,Street,11379,80-11 COWLES COURT,COWLES COURT,80 STREET,DRY HARBOR ROAD,80 STREET,DRY HARBOR ROAD,ADDRESS,MIDDLE VILLAGE,COWLES COURT,QUEENS,1019188,201223,40.718918389591046,-73.8739619701201,"
,  
(40.718918389591046, -73.8739619701201)"
59898311,2024-01-01T21:49:33.000,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11373,52-19 92 STREET,92 STREET,52 AVENUE,53 AVENUE,52 AVENUE,53 AVENUE,ADDRESS,ELMHURST,92 STREET,QUEENS,1019966,208613,40.739199005758714,-73.87111613269283,"
,  
(40.739199005758714, -73.87111613269283)"
59895755,2024-01-01T21:49:08.000,NYPD,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10458,2330 RYER AVENUE,RYER AVENUE,EAST  183 STREET,FIELD PLACE,EAST  183 STREET,FIELD PLACE,ADDRESS,BRONX,RYER AVENUE,BRONX,1012264,251848,40.85789495216717,-73.89872897915322,"
,  
(40.85789495216717, -73.89872897915322)"
59900776,2024-01-01T21:49:02.000,DSNY,Missed Collection,Trash,Street,10314,147 ROMAN AVENUE,ROMAN AVENUE,ARLENE STREET,ELSON STREET,ARLENE STREET,ELSON STREET,ADDRESS,STATEN ISLAND,ROMAN AVENUE,STATEN ISLAND,938211,163590,40.61557357460331,-74.16582754429987,"
,  
(40.61557357460331, -74.16582754429987)"
59894832,2024-01-01T21:48:48.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10451,760 GRAND CONCOURSE,GRAND CONCOURSE,EAST  156 STREET,EAST  158 STREET,EAST  156 STREET,EAST  158 STREET,ADDRESS,BRONX,GRAND CONCOURSE,BRONX,1005201,239480,40.82396799829674,-73.92430045067182,"
,  
(40.82396799829674, -73.92430045067182)"
59900212,2024-01-01T21:48:36.000,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,11368,96-23 57 AVENUE,57 AVENUE,96 STREET,97 STREET,96 STREET,97 STREET,ADDRESS,CORONA,57 AVENUE,QUEENS,1021789,207822,40.73702035936368,-73.86454212450096,"
,  
(40.73702035936368, -73.86454212450096)"
59899951,2024-01-01T21:48:27.000,NYPD,Encampment,N/A,Park/Playground,10014,BLEECKER STREET,BLEECKER STREET,BLEECKER STREET,HUDSON STREET,BLEECKER STREET,HUDSON STREET,INTERSECTION,NA,NA,MANHATTAN,982716,207741,40.73687756678967,-74.00553535930712,"
,  
(40.73687756678967, -74.00553535930712)"
59897858,2024-01-01T21:48:14.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,2374 AMSTERDAM AVENUE,AMSTERDAM AVENUE,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1002927,247482,40.845936271792255,-73.9324945174274,"
,  
(40.845936271792255, -73.9324945174274)"
59895134,2024-01-01T21:48:06.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11375,67-15 DARTMOUTH STREET,DARTMOUTH STREET,67 AVENUE,YELLOWSTONE BOULEVARD,67 AVENUE,YELLOWSTONE BOULEVARD,ADDRESS,FOREST HILLS,DARTMOUTH STREET,QUEENS,1024033,202184,40.721535638634144,-73.85647809356415,"
,  
(40.721535638634144, -73.85647809356415)"
59895347,2024-01-01T21:48:04.000,HPD,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11213,1069 STERLING PLACE,STERLING PLACE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,999990,184167,40.67215862710219,-73.94325813752509,"
,  
(40.67215862710219, -73.94325813752509)"
59898857,2024-01-01T21:48:04.000,HPD,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11213,1069 STERLING PLACE,STERLING PLACE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,999990,184167,40.67215862710219,-73.94325813752509,"
,  
(40.67215862710219, -73.94325813752509)"
59896213,2024-01-01T21:48:04.000,HPD,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11213,1069 STERLING PLACE,STERLING PLACE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,999990,184167,40.67215862710219,-73.94325813752509,"
,  
(40.67215862710219, -73.94325813752509)"
59900568,2024-01-01T21:48:04.000,HPD,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11213,1069 STERLING PLACE,STERLING PLACE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,999990,184167,40.67215862710219,-73.94325813752509,"
,  
(40.67215862710219, -73.94325813752509)"
59899767,2024-01-01T21:48:03.000,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11213,1069 STERLING PLACE,STERLING PLACE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,999990,184167,40.67215862710219,-73.94325813752509,"
,  
(40.67215862710219, -73.94325813752509)"
59895396,2024-01-01T21:48:03.000,HPD,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11213,1069 STERLING PLACE,STERLING PLACE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,999990,184167,40.67215862710219,-73.94325813752509,"
,  
(40.67215862710219, -73.94325813752509)"
59900467,2024-01-01T21:48:02.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,2374 AMSTERDAM AVENUE,AMSTERDAM AVENUE,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1002927,247482,40.845936271792255,-73.9324945174274,"
,  
(40.845936271792255, -73.9324945174274)"
59899068,2024-01-01T21:48:02.000,DSNY,Illegal Dumping,Removal Request,Sidewalk,11203,599 UTICA AVENUE,UTICA AVENUE,RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,UTICA AVENUE,BROOKLYN,1003352,179385,40.65902648716148,-73.93115186006156,"
,  
(40.65902648716148, -73.93115186006156)"
59896644,2024-01-01T21:48:00.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11368,108-06 37 AVENUE,37 AVENUE,108 STREET,109 STREET,108 STREET,109 STREET,ADDRESS,CORONA,37 AVENUE,QUEENS,1023050,213984,40.753928041742626,-73.85995631950479,"
,  
(40.753928041742626, -73.85995631950479)"
59896029,2024-01-01T21:47:55.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10021,1452 SECOND AVENUE,SECOND AVENUE,EAST   75 STREET,EAST   76 STREET,EAST   75 STREET,EAST   76 STREET,ADDRESS,NEW YORK,2 AVENUE,MANHATTAN,996276,220258,40.771225505669456,-73.95658242025652,"
,  
(40.771225505669456, -73.95658242025652)"
59899695,2024-01-01T21:47:52.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11203,781 CLARKSON AVENUE,CLARKSON AVENUE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1002922,178462,40.65649397274138,-73.93270423717642,"
,  
(40.65649397274138, -73.93270423717642)"
59897880,2024-01-01T21:47:50.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,2374 AMSTERDAM AVENUE,AMSTERDAM AVENUE,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1002927,247482,40.845936271792255,-73.9324945174274,"
,  
(40.845936271792255, -73.9324945174274)"
59897001,2024-01-01T21:47:50.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11106,25-21 31 AVENUE,31 AVENUE,NA,NA,NA,NA,ADDRESS,ASTORIA,NA,QUEENS,1004688,218229,40.7656409832487,-73.92621867972325,"
,  
(40.7656409832487, -73.92621867972325)"
59900515,2024-01-01T21:47:48.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,1011 SHERIDAN AVENUE,SHERIDAN AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1006531,241465,40.829413000530494,-73.9194883436301,"
,  
(40.829413000530494, -73.9194883436301)"
59898312,2024-01-01T21:47:47.000,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11373,53-01 94 STREET,94 STREET,53 AVENUE,54 AVENUE,53 AVENUE,54 AVENUE,ADDRESS,ELMHURST,94 STREET,QUEENS,1020644,208577,40.73909743076647,-73.86866971719114,"
,  
(40.73909743076647, -73.86866971719114)"
59894644,2024-01-01T21:47:40.000,NYPD,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11223,202 VAN SICKLEN STREET,VAN SICKLEN STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,VAN SICKLEN STREET,BROOKLYN,991290,157741,40.59963608206044,-73.97464874193032,"
,  
(40.59963608206044, -73.97464874193032)"
59896664,2024-01-01T21:47:23.000,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,11368,96-23 57 AVENUE,57 AVENUE,96 STREET,97 STREET,96 STREET,97 STREET,ADDRESS,CORONA,57 AVENUE,QUEENS,1021789,207822,40.73702035936368,-73.86454212450096,"
,  
(40.73702035936368, -73.86454212450096)"
59900259,2024-01-01T21:47:08.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11216,1069 BEDFORD AVENUE,BEDFORD AVENUE,GREENE AVENUE,LEXINGTON AVENUE,GREENE AVENUE,LEXINGTON AVENUE,ADDRESS,BROOKLYN,BEDFORD AVENUE,BROOKLYN,996815,189702,40.68735602081516,-73.95469352112596,"
,  
(40.68735602081516, -73.95469352112596)"
59897598,2024-01-01T21:47:05.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11226,80 WOODRUFF AVENUE,WOODRUFF AVENUE,ST PAULS PLACE,OCEAN AVENUE,ST PAULS PLACE,OCEAN AVENUE,ADDRESS,BROOKLYN,WOODRUFF AVENUE,BROOKLYN,994457,177362,40.653488517173436,-73.9632146069062,"
,  
(40.653488517173436, -73.9632146069062)"
59899150,2024-01-01T21:47:00.000,DEP,Water System,Dirty Water (WE),NA,11210,1517 NEW YORK AVENUE,NEW YORK AVENUE,FARRAGUT RD,GLENWOOD RD,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,999508,170861,40.63563741377571,-73.94502582475319,"
,  
(40.63563741377571, -73.94502582475319)"
59895857,2024-01-01T21:47:00.000,DOT,Traffic Signal Condition,Controller,NA,11224,NA,NA,NA,NA,CROPSEY AVENUE,NEPTUNE AVENUE,INTERSECTION,BROOKLYN,NA,BROOKLYN,988358,150199,40.57893664336895,-73.98521154954601,"
,  
(40.57893664336895, -73.98521154954601)"
59894711,2024-01-01T21:46:58.000,DSNY,Dirty Condition,Trash,Sidewalk,11203,599 UTICA AVENUE,UTICA AVENUE,RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,UTICA AVENUE,BROOKLYN,1003352,179385,40.65902648716148,-73.93115186006156,"
,  
(40.65902648716148, -73.93115186006156)"
59894599,2024-01-01T21:46:11.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11369,27-46 GILLMORE STREET,GILLMORE STREET,27 AVENUE,29 AVENUE,27 AVENUE,29 AVENUE,ADDRESS,EAST ELMHURST,GILLMORE STREET,QUEENS,1021152,217574,40.76378978674132,-73.86678719379277,"
,  
(40.76378978674132, -73.86678719379277)"
59894195,2024-01-01T21:46:02.000,NYPD,Illegal Fireworks,N/A,Residential Building/House,11101,34-44 43 STREET,43 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,LONG ISLAND CITY,43 STREET,QUEENS,1006599,214175,40.75450917267871,-73.91933343739068,"
,  
(40.75450917267871, -73.91933343739068)"
59900057,2024-01-01T21:45:50.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,54-18 94 STREET,94 STREET,54 AVENUE,55 AVENUE,54 AVENUE,55 AVENUE,ADDRESS,ELMHURST,94 STREET,QUEENS,1020721,208294,40.73832034961065,-73.86839339204172,"
,  
(40.73832034961065, -73.86839339204172)"
59900332,2024-01-01T21:45:19.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10462,1700 METROPOLITAN AVENUE,METROPOLITAN AVENUE,LINDEN DRIVE,PURDY STREET,LINDEN DRIVE,PURDY STREET,ADDRESS,BRONX,METROPOLITAN AVENUE,BRONX,1024556,245559,40.840585968095404,-73.85433109493906,"
,  
(40.840585968095404, -73.85433109493906)"
59896284,2024-01-01T21:45:02.000,DOHMH,Rodent,Rat Sighting,3+ Family Apt. Building,11213,285 SCHENECTADY AVENUE,SCHENECTADY AVENUE,EASTERN PARKWAY,UNION STREET,EASTERN PARKWAY,UNION STREET,ADDRESS,BROOKLYN,SCHENECTADY AVENUE,BROOKLYN,1002576,182759,40.668289007487466,-73.93393957623947,"
,  
(40.668289007487466, -73.93393957623947)"
59897600,2024-01-01T21:44:46.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11436,141-19 115 AVENUE,115 AVENUE,141 STREET,142 STREET,141 STREET,142 STREET,ADDRESS,JAMAICA,115 AVENUE,QUEENS,1039314,187873,40.68217348057483,-73.80146724275262,"
,  
(40.68217348057483, -73.80146724275262)"
59897046,2024-01-01T21:44:41.000,HPD,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10470,735 EAST  242 STREET,EAST  242 STREET,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1026087,269228,40.90554288327565,-73.84865015909784,"
,  
(40.90554288327565, -73.84865015909784)"
59897042,2024-01-01T21:44:41.000,HPD,PLUMBING,TOILET,RESIDENTIAL BUILDING,10470,735 EAST  242 STREET,EAST  242 STREET,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1026087,269228,40.90554288327565,-73.84865015909784,"
,  
(40.90554288327565, -73.84865015909784)"
59899043,2024-01-01T21:44:00.000,DSNY,Derelict Vehicles,Derelict Vehicles,Street,11216,788 PARK PLACE,PARK PLACE,ROGERS AVENUE,NOSTRAND AVENUE,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,997675,184651,40.67349091156138,-73.9516026235024,"
,  
(40.67349091156138, -73.9516026235024)"
59895931,2024-01-01T21:43:52.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11357,16-41 154 STREET,154 STREET,LOCKE AVENUE,DEAD END,LOCKE AVENUE,DEAD END,ADDRESS,WHITESTONE,154 STREET,QUEENS,1037300,225183,40.78459229780117,-73.80843449622958,"
,  
(40.78459229780117, -73.80843449622958)"
59896030,2024-01-01T21:43:30.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10036,1601 BROADWAY,BROADWAY,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,BROADWAY,MANHATTAN,988353,216302,40.76037453712092,-73.98518931465968,"
,  
(40.76037453712092, -73.98518931465968)"
59898299,2024-01-01T21:42:59.000,NYPD,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10033,507 WEST  175 STREET,WEST  175 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  175 STREET,MANHATTAN,1002483,246927,40.84441388813224,-73.93410080366462,"
,  
(40.84441388813224, -73.93410080366462)"
59900655,2024-01-01T21:42:30.000,DOHMH,Rodent,Rat Sighting,3+ Family Apt. Building,11213,990 MONTGOMERY STREET,MONTGOMERY STREET,SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,ADDRESS,BROOKLYN,MONTGOMERY STREET,BROOKLYN,1003047,181333,40.66437396817085,-73.93224572137098,"
,  
(40.66437396817085, -73.93224572137098)"
59899341,2024-01-01T21:42:12.000,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,11357,22-23 147 STREET,147 STREET,22 AVENUE,23 AVENUE,22 AVENUE,23 AVENUE,ADDRESS,WHITESTONE,147 STREET,QUEENS,1034285,223119,40.77894476039273,-73.81933711207975,"
,  
(40.77894476039273, -73.81933711207975)"
59895257,2024-01-01T21:42:09.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10456,1056 SHERMAN AVENUE,SHERMAN AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1007005,241883,40.83055908179419,-73.91777414349646,"
,  
(40.83055908179419, -73.91777414349646)"
59898696,2024-01-01T21:41:47.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10028,1592 YORK AVENUE,YORK AVENUE,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,998612,221457,40.77451295988294,-73.94814617708042,"
,  
(40.77451295988294, -73.94814617708042)"
59897972,2024-01-01T21:41:41.000,HPD,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10035,2194 3 AVENUE,3 AVENUE,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1001333,230859,40.80031408715077,-73.93829813251645,"
,  
(40.80031408715077, -73.93829813251645)"
59900546,2024-01-01T21:41:41.000,HPD,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10035,2194 3 AVENUE,3 AVENUE,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1001333,230859,40.80031408715077,-73.93829813251645,"
,  
(40.80031408715077, -73.93829813251645)"
